academic_year,0809,https://dax.accs.edu/Reports/Public/Salary Schedules 0809.pdf,,,,,,,,,,,,,,,,,,
institution,Alabama Community and Technical Colleges,,,,,,,,,,,,,,,,,,,
schedule,A,Presidents,,,,,,,,,,,,,,,,,,
07,,,,"19,775","20,056","20,337","20,619","20,900","21,182","21,463","21,745","22,026","22,589","23,152","23,714","23,996",,,,
08,,,,"19,216","19,498","19,779","20,060","20,342","20,623","20,905","21,186","21,467","22,030","22,593","23,156","23,437",,,,
09,,,,"18,658","18,939","19,220","19,502","19,783","20,065","20,346","20,627","20,909","21,472","22,035","22,597","22,879",,,,
10,,,,"18,098","18,379","18,661","18,942","19,224","19,505","19,786","20,068","20,349","20,912","21,475","22,038","22,319",,,,
11,,,,"17,542","17,823","18,104","18,386","18,667","18,949","19,230","19,511","19,793","20,356","20,919","21,481","21,763",,,,
12,,,,"16,982","17,263","17,545","17,826","18,108","18,389","18,670","18,952","19,233","19,796","20,359","20,922","21,203",,,,
13,,,,"16,426","16,707","16,988","17,270","17,551","17,833","18,114","18,395","18,677","19,240","19,802","20,365","20,647",,,,
14,,,,"15,864","16,145","16,427","16,708","16,989","17,271","17,552","17,834","18,115","18,678","19,241","19,804","20,085",,,,
15,,,,"15,306","15,588","15,869","16,151","16,432","16,713","16,995","17,276","17,558","18,120","18,683","19,246","19,528",,,,
16,,,,"14,748","15,029","15,311","15,592","15,873","16,155","16,436","16,718","16,999","17,562","18,125","18,688","18,969",,,,
17,,,,"14,190","14,472","14,753","15,035","15,316","15,597","15,879","16,160","16,442","17,004","17,567","18,130","18,411",,,,
18,,,,"13,631","13,912","14,194","14,475","14,756","15,038","15,319","15,601","15,882","16,445","17,008","17,570","17,852",,,,
19,,,,"13,074","13,356","13,637","13,919","14,200","14,481","14,763","15,044","15,326","15,888","16,451","17,014","17,295",,,,
20,,,,"12,513","12,794","13,075","13,357","13,638","13,920","14,201","14,482","14,764","15,327","15,890","16,452","16,734",,,,
21,,,,"11,955","12,237","12,518","12,799","13,081","13,362","13,644","13,925","14,206","14,769","15,332","15,895","16,176",,,,
22,,,,"11,397","11,678","11,959","12,241","12,522","12,804","13,085","13,366","13,648","14,211","14,773","15,336","15,618",,,,
23,,,,"10,839","11,121","11,402","11,683","11,965","12,246","12,528","12,809","13,090","13,653","14,216","14,779","15,060",,,,
24,,,,"10,278","10,560","10,841","11,123","11,404","11,685","11,967","12,248","12,530","13,093","13,655","14,218","14,500",,,,
25,,,,"9,723","10,005","10,286","10,567","10,849","11,130","11,412","11,693","11,974","12,537","13,100","13,663","13,944",,,,
26,,,,"9,443","9,724","10,006","10,287","10,568","10,850","11,131","11,413","11,694","12,257","12,820","13,382","13,664",,,,
schedule,H30,Part-Time Support Personnel 30-34 Hours Per Week,,,,,,,,,,,,,,,,,,
01,,,,"27,770","28,109","28,448","28,787","29,126","29,466","29,805","30,144","30,483","31,162","31,840","32,518","32,858",,,,
02,,,,"27,099","27,438","27,777","28,116","28,456","28,795","29,134","29,473","29,812","30,491","31,169","31,847","32,187",,,,
03,,,,"26,427","26,766","27,105","27,444","27,784","28,123","28,462","28,801","29,140","29,819","30,497","31,176","31,515",,,,
04,,,,"25,758","26,097","26,436","26,776","27,115","27,454","27,793","28,132","28,472","29,150","29,828","30,507","30,846",,,,
05,,,,"25,088","25,427","25,767","26,106","26,445","26,784","27,123","27,463","27,802","28,480","29,159","29,837","30,176",,,,
06,,,,"24,415","24,754","25,094","25,433","25,772","26,111","26,450","26,790","27,129","27,807","28,486","29,164","29,503",,,,
07,,,,"23,745","24,085","24,424","24,763","25,102","25,441","25,781","26,120","26,459","27,137","27,816","28,494","28,833",,,,
08,,,,"23,072","23,412","23,751","24,090","24,429","24,768","25,108","25,447","25,786","26,464","27,143","27,821","28,160",,,,
09,,,,"22,404","22,743","23,082","23,421","23,760","24,100","24,439","24,778","25,117","25,796","26,474","27,152","27,492",,,,
10,,,,"21,733","22,072","22,411","22,750","23,090","23,429","23,768","24,107","24,446","25,125","25,803","26,481","26,821",,,,
11,,,,"21,060","21,399","21,738","22,077","22,417","22,756","23,095","23,434","23,773","24,452","25,130","25,808","26,148",,,,
12,,,,"20,390","20,729","21,068","21,407","21,747","22,086","22,425","22,764","23,103","23,782","24,460","25,139","25,478",,,,
13,,,,"19,719","20,058","20,397","20,737","21,076","21,415","21,754","22,093","22,433","23,111","23,789","24,468","24,807",,,,
14,,,,"19,049","19,388","19,728","20,067","20,406","20,745","21,084","21,424","21,763","22,441","23,119","23,798","24,137",,,,
15,,,,"18,378","18,718","19,057","19,396","19,735","20,074","20,413","20,753","21,092","21,770","22,449","23,127","23,466",,,,
16,,,,"17,706","18,046","18,385","18,724","19,063","19,402","19,742","20,081","20,420","21,098","21,777","22,455","22,794",,,,
17,,,,"17,035","17,375","17,714","18,053","18,392","18,731","19,071","19,410","19,749","20,427","21,106","21,784","22,123",,,,
18,,,,"16,366","16,705","17,044","17,383","17,722","18,062","18,401","18,740","19,079","19,758","20,436","21,114","21,454",,,,
19,,,,"15,696","16,035","16,374","16,713","17,053","17,392","17,731","18,070","18,409","19,088","19,766","20,444","20,784",,,,
20,,,,"15,024","15,363","15,702","16,041","16,381","16,720","17,059","17,398","17,737","18,416","19,094","19,773","20,112",,,,
21,,,,"14,353","14,692","15,031","15,371","15,710","16,049","16,388","16,727","17,067","17,745","18,423","19,102","19,441",,,,
22,,,,"13,682","14,021","14,360","14,700","15,039","15,378","15,717","16,056","16,396","17,074","17,752","18,431","18,770",,,,
23,,,,"13,012","13,351","13,691","14,030","14,369","14,708","15,047","15,387","15,726","16,404","17,083","17,761","18,100",,,,
24,,,,"12,341","12,681","13,020","13,359","13,698","14,037","14,377","14,716","15,055","15,733","16,412","17,090","17,429",,,,
25,,,,"11,669","12,009","12,348","12,687","13,026","13,365","13,705","14,044","14,383","15,061","15,740","16,418","16,757",,,,
26,,,,"11,335","11,674","12,013","12,352","12,691","13,030","13,370","13,709","14,048","14,726","15,405","16,083","16,422",,,,
schedule,H35,Part-Time Support Personnel 35-39 Hours Per Week,,,,,,,,,,,,,,,,,,
01,,,,"32,408","32,804","33,200","33,596","33,992","34,388","34,784","35,179","35,575","36,367","37,159","37,951","38,347",,,,
02,,,,"31,624","32,020","32,416","32,812","33,207","33,603","33,999","34,395","34,791","35,583","36,375","37,166","37,562",,,,
03,,,,"30,842","31,238","31,633","32,029","32,425","32,821","33,217","33,613","34,009","34,801","35,592","36,384","36,780",,,,
04,,,,"30,057","30,453","30,849","31,245","31,641","32,037","32,433","32,829","33,225","34,016","34,808","35,600","35,996",,,,
